guna_word,spanish_word,synonyms,english_word,english_synonyms
beed,permanecerse,"Quedarse atràs, , , , ",permanecerse,"Stay behind, , , ,"
Beedse,Exagerado,"Desmedido, grave, , , ",Exaggerated,"Unconscionable, serious,"
Undar,Exagerado,"Desmedido, grave, , , ",Exaggerated,"Unconscionable, serious,"
Obbor,Exagerado,"Desmedido, grave, , , ",Exaggerated,"Unconscionable, serious,"
Abeged,Querer,,Want,#VALUE!
Obbole,Exagerado,"Desmedido, grave, , , ",Exaggerated,"Unconscionable, serious,"
Abbole,Exagerado,"Desmedido, grave, , , ",Exaggerated,"Unconscionable, serious,"
Abbole,Exagerado,"Desmedido, grave, , , ",Exaggerated,"Unconscionable, serious,"
Bela,Fin,"Hasta aquì, , , , ",The end,"Up to this point, , , ,"
Wese,Fin,"Hasta aquì, , , , ",The end,"Up to this point, , , ,"
Belawabba,Sin dejar nada,"Todo, , , , ",Leaving nothing,"Everything, , , ,"
Belagwable,Sin dejar nada,"Todo, , , , ",Leaving nothing,"Everything, , , ,"
Bendagged,Ayudar,"Socorrer, Apoyar, Solidarse, , ",Help,"Succor, support, Solidarse,"
Bengir,A crèdito,,On credit,#VALUE!
Abga,Hacer a tiempo,,Make time,#VALUE!
Bengued,Desconfiar,"No creer,  No poder con el peso, , , ",distrusting,"Not believe, not power with weight,"
Bennuged,Pagar,,Pay,#VALUE!
Naboged,A crèdito,,On credit,#VALUE!
Bensuleged,Ser traicionado por su pareja,,Being betrayed by your partner,#VALUE!
Berbeged,Llevar,"Transportar, acarrear, , , ",Carry,"Transport, trucking,,,"
Bia,Dònde Por dònde,,Where Everywhere,#VALUE!
Biali,Donde,,Where,#VALUE!
Biali,Dònde,"Por dónde, , , , ",Where,"Where, , , ,"
Biali,Dònde,"Por dónde, , , , ",Where,"Where, , , ,"
Bibbigwa,Pequeño,"Diminuto, Menudo, , , ",Small,"Tiny, Menudo,,,"
Bibbinmagged,Revolcarse,,wallow,#VALUE!
Bindumagged,Revolcarse,,wallow,#VALUE!
Abbayala,Enseguida,,Right away,#VALUE!
Bibbirmagged,Dar vueltas,"Girar, , , , ",Spin around,"Turn, , , ,"
Bibyoged,Azotar,"Zurrar, , , , ",Spank,"Pummel,,,,"
Bied,Decir,"Pronunciar, Proferir, Hablar, , ",Tell,"Pronounce, Uttering, Talking,"
Soged,Decir,"Pronunciar, Mencionar, Proferir, Hablar, ",Tell,"Pronounce, Mentioning, Uttering, Talking,"
Bigbaa,Varios,"Muchos, No pocos, , , ",Various,"Many, not few,"
Issesuli,Muchos,,Many,#VALUE!
Issesuli,Varios,"Muchos, No pocos, , , ",Various,"Many, not few,"
Issesur,Varios,"Muchos, No pocos, , , ",Various,"Many, not few,"
Issesuli,Varios,"Muchos, No pocos, , , ",Various,"Many, not few,"
Bigbi,Abanico,"Ventilador, , , , ",Hand fan,"Fan, , , ,"
Bignimagged,Darse vueltas,,roll over,#VALUE!
Aagala,Para él,,For him,#VALUE!
Abgan,Cuerpo,,Body,#VALUE!
Bigwa,Cuàntos,,How many,#VALUE!
Melu,Cuàntos,,How many,#VALUE!
Biired,Torcido,"Encorvado, , , , ",Distorted,"Stooping,,"
Bila,Lucha,"Guerra, Combate, , , ",Fight,"War, combat,,,"
Bilaonoged,Combatir,"Guerrear, , , , ",Fight,"War,,,,"
Urwed,Combatir,"Guerrear, , , , ",Fight,"War,,,,"
Biler,Personaje que simboliza el mal,,Character who symbolizes evil,#VALUE!
Olonaiggabaler,Personaje que simboliza el mal,,Character who symbolizes evil,#VALUE!
Bilubilu,Rizado,"Ensortijado, Ondulado, , , ",Curly,"Ensortijado rippled,"
Bina,Hígado,,Liver,#VALUE!
Abgana,Organismo,,Organism,#VALUE!
Binabina,Poco a poco,"Despacio, Lento, Pausado, , ",Little by little,"Slow, Slow, deliberate,"
Binasdiggii,Poco a poco,"Despacio, Lento, Pausado, , ",Little by little,"Slow, Slow, deliberate,"
Binagoled,Hipo,,Hiccup,#VALUE!
Binasdiggii,Poco a poco,"Despacio, Lento, Pausado, , ",Little by little,"Slow, Slow, deliberate,"
Binasgar,Pecho,,Chest,#VALUE!
Binasgala,Pecho,,Chest,#VALUE!
Binasgudsu,Pecho,,Chest,#VALUE!
Bindumagged,Revolcarse,,wallow,#VALUE!
Bibbinmagged,Revolcarse,,wallow,#VALUE!
Binged,Pena,"Verguenza, Rubor, Bochorno, , ",Pain,"Embarrassment, Rubor, Embarrassment,"
Abgayala,Hacer a tiempo,,Make time,#VALUE!
Bingedsulid,Sinverguenza,"Insolente, , , , ",Scoundrel,"Impudent,,,,"
Bingegued,Avergonzarse,"Apenarse, Ruborizarse, , , ",To embarrass,"Distressing, Blushing,,,"
Binibini,Muy nuevo,"Novìsimo, , , , ",Very new,"Novísimo,,,,"
Binid,Nuevo,"Reciente, Intacto, Novedoso, , ",New,"Recent, Intact, fresh,"
Binidi,Nuevo,"Reciente, Intacto, Novedoso, , ",New,"Recent, Intact, fresh,"
Gwabbid,Nuevo,"Reciente, Intacto, Novedoso, , ",New,"Recent, Intact, fresh,"
Gwabbidi,Nuevo,"Reciente, Intacto, Novedeso, , ",New,"Recent, Intact, Novedeso,"
Binnagwa,Lento,"Despacio, Suave, Tardo, , ",Slow,"Slowly, Soft, slow,"
Binnasur,Rápido,"Muy ligero, No despacio, Alto, Fuerte, ",Quick,"Very light, not slowly, tall, strong,"
Binnasuli,Rápido,"Ligero, No despacio, Alto, Fuerte, ",Quick,"Light, not slowly, tall, strong,"
Abgila,Criatura,,Creature,#VALUE!
Binnuwar,Arbol de espavé,,Tree espave,#VALUE!
Binnuwala,Arbol de espavé,,Tree espave,#VALUE!
Binoed,Renovar,"Innovar, Remozar, Reorganizar, , ",Renovate,"Innovating, Beautify, Reorganize,"
Binoged,Renovar,"Innovar, Remozar, Reorganizar, , ",Renovate,"Innovating, Beautify, Reorganize,"
Obinoged,Renovar,,Renovate,#VALUE!
Binasdiggigwa,Poco a poco,,Little by little,#VALUE!
Iddoaggwagwa,Con cautela,"Con prudencia, , , , ",cautiously,"With prudence, , , ,"
Binsaed,Pensar,"Reflexionar, Meditar, , , ",Think,"Reflect, meditate,,,"
Binsar,Gratuito,"Gratis, , , , ",Gratuitous,"Free, , , ,"
Binyed,Transformarse,"Transfigurarse, , , , ",Turn,"Transfigured,,,,"
Abiayala,Territorio salvado,"Continente americano, , , , ",saved territory,"American continent, , , ,"
Biogged,Clavar,,To nail,#VALUE!
Biogged,Clavar,"Incrustar, , , , ",To nail,"Embed,,,,"
Biomagged,Brotar algùn lìquido,,Sprout liquid algùn,#VALUE!
Birbir,Huso,,Spindle,#VALUE!
Birbirid,Helicóptero,,Helicopter,#VALUE!
Bired,Volver,"Regresar, Retornar,Tornar, , ",return,"Back, Return, Volver,"
Agbired,Volver,"Regresar, Retornar, Tornar, , ",return,"Back, Return, Volver,"
Bireged,Loro azul pez,"Torcido, , , , ",Parrot bluefish,"Distorted, , , ,"
Birga,Año,"Edad, , , , ",Year,"Age, , , ,"
Birgag,Cestillo,,basket,#VALUE!
Birgi,Encima,"Sobre, , , , ",Over,"On, , , ,"
Abiddoged,Esperar,,Wait,#VALUE!
Asgin,Encima,"Sobre, , , , ",Over,"On, , , ,"
Birgog,Arbol de cocobolo,,Cocobolo tree,#VALUE!
Gogbir,Fruto del arbol cocobolo,,Fruit of the tree cocobolo,#VALUE!
Gogbirgwa,Fruto de arbol de cocobolo,,Cocobolo tree fruit,#VALUE!
Biseb,Hierbabuena,,Peppermint,#VALUE!
Bised,Recoger,,Collect,#VALUE!
Weed,Recoger,"Acopiar, , , , ",Collect,"Collect,,,,"
Bisged,Quebrar,"Romper, , , , ",Break,"To break, , , ,"
Bissa,Enagua,,Petticoat,#VALUE!
Bisubisu,Serpenteo,"Tortuoso, Garabato, , , ",Wriggle,"Tortious, Scribble,,,"
Edarbed,Aguardar,,Wait,#VALUE!
Boed,Llorar,"Gemir, Sollozar, , , ",Cry,"Moaning, Sobbing,"
Addied,Llorar,"Gemir, Sollozar, , , ",Cry,"Moaning, Sobbing,"
Boegala,Llorón,,Weeping,#VALUE!
Gagdar,Llorón,,Weeping,#VALUE!
Bogileged,Calmarse,"Tranquilizarser, apaciguarse, aquietarse, , ",Calm down,"Tranquilizarser, pacified, quieting,"
Bogimaggar,Quietud profunda,"Calma, , , , ",Stillness deep,"Calm, , , ,"
Bogimaggale,Quietud profunda,"Calma, , , , ",Stillness deep,"Calm, , , ,"
Naimaggar,Quietud,,Stillness,#VALUE!
Naimaggale,Quietud,,Stillness,#VALUE!
Bogwa,Dos,,Two,#VALUE!
Abdagged,Ir al encuentro,,Go to the meeting,#VALUE!
Bo,Dos,,Two,#VALUE!
Bolego,Madrugada,"Aurora, Alba, Temprano, , ",Early morning,"Aurora, Alba, Early,"
Bolegoe,Madrugada,"Aurora, Alba, Temprano, , ",Early morning,"Aurora, Alba, Early,"
Bomied,Chispear el agua,"Lloviznar, , , , ",Sparkling water,"Drizzling,,,,"
Gaggarmagged,Chispear,"Lloviznar, , , , ",Spark,"Drizzling,,,,"
Enfermedad,Peligro,"Dificultad, , , , ",Danger,"Difficulty,,,,"
Bonigoordiggid,Malaria,,Malaria,#VALUE!
Bonisagla,Peligroso,"Muy peligroso, De alto riesgo, , , ",Dangerous,"Very dangerous, High-risk,"
Boo,Neblina,"Bruma, , , , ",Fog,"Bruma,,,,"
Bubbunmagged,Brotar en estado semilicuado,,Sprout in semi-liquified state,#VALUE!
Abindagged,Recibir,"Acoger, , , , ",To receive,"Embrace, , , ,"
Bubburmagged,Brotar algo en estado gaseoso,,Sprout something gaseous,#VALUE!
Budariddoged,Flojera,"Somnolencia, , , , ",Weakness,"Drowsiness, , , ,"
Buddarar,Erizo,,Hedgehog,#VALUE!
Budde,Botella,,Bottle,#VALUE!
Buddu,Pez cofre,"Perdiz de arca, , , , ",Boxfish,"Partridge ark,,,,"
Buddugnoed,Salir apresurado,,Rushed out,#VALUE!
Budi,Cerbatana,,Blowgun,#VALUE!
Bugbu,Colador,,Strainer,#VALUE!
Buggib,Mucho,"Numeroso, , , , ",A lot,"Large,,,,"
Buggibbinsaed,Tristeza,"Pesadumbre, , , , ",Sadness,"Grief,,"
Abingued,Encontrarse,"Toparse,Hallarse, , , , ",Meet,"Coming across, found,,,,"
Wileiddoged,Tristeza,"Pesadumbre, , , , ",Sadness,"Grief,,"
Buggidar,Cuantioso,"Mucho, , , , ",Large,"Much, , , ,"
Buggidara,Cuantioso,"Mucho, , , , ",Large,"Much, , , ,"
Yaisuli,Cuantioso,"Mucho, , , , ",Large,"Much, , , ,"
Buggwa,Están,Verbo de estar ,To be,Verb to be
Buglu,Calabaza para llevar chicha de maiz,"Cantimplora, , , , ",Pumpkin to bring chicha de maiz,"Canteen,,,,"
Bugsu,Hermano de Ibeler,"Venus, Lucero, , , ",Ibeler's brother,"Venus, Lucero,,,"
Igwaoginyabibbiler,hermano de Ibeler,hermano de Ibeler,Ibeler's brother,brother Ibeler
Bula,Maleza,"Matorral, Basura, , , ",Undergrowth,"Scrubland Garbage,"
Buladig,Entre todos,"Juntos, Unidos, , , ",Among all,"Together, united,,,"
Aaular,En lugar de,,Instead of,#VALUE!
Anale,Por algo,,something,#VALUE!
Buladiggi,Entre todos,"Juntos, Unidos, , , ",Among all,"Together, United,,,"
Bulaggwa,Unidos,"Juntos como la hierba, , , , ",United,"Together like grass,,"
Bulaggwagwa,,,#VALUE!,#VALUE!
Bulebanna,A qué distancia,"Por dónde, , , , ",How far,"Where, , , ,"
Banna,A qué distancia,"Por dónde, , , , ",How far,"Where, , , ,"
Buled,Valiente,"Capaz, , , , ",Brave,"Able,,,,"
Buledi,valiente,"Capaz, , , , ",brave,"Able,,,,"
Gandiggid,Valiente,"Capaz, , , , ",Brave,"Able,,,,"
Bulemelu,Cuántos,,How many,#VALUE!
Melu,Cuántos,,How many,#VALUE!
Abirgunar,En pareja,,In couple,#VALUE!
Bigwa,Cuántos,,How many,#VALUE!
Buna,Hermana dicho por una varón,"Mujer, , , , ",Sister said by a male,"Woman, , , ,"
Bunagwa,Joven,"Muchacha, Chica, , , ",Young,"Girl, Girl,,,"
Bunmarnele,Ginecologo,,Gynecologist,#VALUE!
Bunnoged,Respirar,,Breathe,#VALUE!
Bunnu,Cola,"Rabo, , , , ",Tail,"Rabo,,,,"
Bunnogoro,Pez pargo,,Snapper fish,#VALUE!
Bunor,Niña,"Pequeña, , , , ",Girl,"Little, , , ,"
Bunur,Variedad de helicona,"Medicamento, , , , ",Variety of helicona,"Medicine,,,,"
Abirgunagwale,En pareja,,In couple,#VALUE!
Bunurnii,Julio,,July,#VALUE!
Bur,Avispa,,Wasp,#VALUE!
Bulu,Avispa,,Wasp,#VALUE!
Burba,Sombra,"Espiritu, Aliento, , , ",Shadow,"Spirit, breath,,,"
Burbagaed,Retratar,"Fotografiar, Fotógrafo, , , ",To portray,"Photographing, Photographer,,,"
Wagarwilubgaed,Retratar,"Fotografiar, Fotógrafo, , , ",To portray,"Photographing, Photographer,,,"
Wagargaed,Retratar,"Fotografiar, Fotógrafo, , , ",To portray,"Photographing, Photographer,,,"
Burbagan,Simbolismo,,Symbolism,#VALUE!
Wilubgan,Simbolismo,,Symbolism,#VALUE!
Burbaled,Simbolico,"Lo oculto, , , , ",Symbolic,"The hidden, , , ,"
Ablis,Sangre,,Blood,#VALUE!
Burdagged,Espejo,,Mirror,#VALUE!
Burdied,Bucear,"Sumergirse, Resistir, , , ",Diving,"Submerging, Resisting,,,"
Burdugges,Pez besugo,,bream fish,#VALUE!
Burgued,Agravarse,,worse,#VALUE!
Barbuloged,Agravarse,,worse,#VALUE!
Burgwed,Morirse,"Fallecer, , , , ",Die,"Die, , , ,"
Burged,Morirse,,Die,#VALUE!
Bursob,Primera mujer ne la tierra,,First woman ne earth,#VALUE!
Olonailasob,Primera mujer,,First woman,#VALUE!
Buru,Fruta de pan," Ceniza, , , , ",Breadfruit," Ash,,"
Abe,Sangre,,Blood,#VALUE!
Burwa,Viento,"Brisa, Aire, Soplo, , ",Wind,"Breeze, Air, Blow,"
Burwagammu,Tornado,"Tifón, , , , ",Twister,"Typhon,,,,"
Burwaored,Viento huracanado,vendaval,Hurricane wind,"Gale,,,,"
Buwar,Palo principal de la casa,,Palo main house,#VALUE!
Dabgala,Garza,"Garzota, Cigueña, , , ",Heron,"Garzota, Storks,,,"
Dabu,Barracuda,"Pez, , , , ",Barracuda,"Fish, , , ,"
Dabugared,Pez aguja,Pez aguja ,Needle fish,Needle fish
Dabur,Canoa,"Batel, , , , ",Canoe,"Batel,,,,"
Absar,"Vello,Barba","Pelo, Pelusa, , , ","Hair, Beard","Hair, fuzz,,"
Dabuulu,Canoa,"Batel, , , , ",Canoe,"Batel,,,,"
Obur,Canao,"Batel, , , , ",Canao,"Batel,,,,"
Dabuswiili,Pez sierra,,Sawfish,#VALUE!
Dada,Abuelo,,Grandfather,#VALUE!
Dad,Abuelo,,Grandfather,#VALUE!
Babser,Abuelo,,Grandfather,#VALUE!
Babsered,Abuelo,,Grandfather,#VALUE!
Dada,Anciano,"Veterano, Viejo, Sol, , ",Old man,"Veteran Old Sun,"
Dadag,Sobrio,"Despierto, , , , ",Sober,"Awake, , , ,"
Dadagga,Sobrio,"Despierto, , , , ",Sober,"Awake, , , ,"
Siga,Vello,"Barba, Pelo, Pelusa, , ",Hair,"Beard, Hair, Fluff,"
Daddummad,Bisabuelo,,Great grandfather,#VALUE!
Dadgaleged,Eclipse solar,,Solar eclipse,#VALUE!
Dadgan,Antepasados,,Ancestors,#VALUE!
Babgan,Antepasados,,Ancestors,#VALUE!
Dadibe,Sol,,Sun,#VALUE!
Dada,Sol,,Sun,#VALUE!
Dad,Sol,,Sun,#VALUE!
Dadnade,Tarde,"Por la tarde, , , , ",Late,"In the afternoon, , , ,"
Sedo,Tarde,"Por la tarde, , , , ",Late,"In the afternoon, , , ,"
Dadnaggwe,Este,"Levante, Por donde sale el sol, Oriente, , ",East,"Rise, where the sun rises, East,"
Absoged,Leer,"Dialogar, Conversar, Especialista, , ",Read,"Talk, Talk, Specialist,"
Dadyoggor,Tatarabuelo,,Great grandfather,#VALUE!
Dadyoggu,Mediodia,,Noon,#VALUE!
Daed,Cultura,"Conducta, Estilo de vida, Compartarse, , ",Culture,"Behavior, Lifestyle, Compartarse,"
Dagar,Helicona hojas parecidas al de guineo,,Helicona leaves similar to that of guineo,#VALUE!
Daged,Venir,,Come,#VALUE!
Daggarmagged,Brillar,"Resplandecer, Fulgurar, , , ",Shine,"Shine, Fulgurar,,,"
Ibyed,Brillar,"Resplandecer, Fulgurar, , , ",Shine,"Shine, Fulgurar,,,"
Dagge,Ortiga,Planta medicinal ,Nettle,medicinal plant
Dagged,Mirar,"Observar, No perder de vista, Otear, , ",Look,"Observe, not lose sight of, scan,"
Dagnaed,Ir a ver,"Encaminarse a observar, , , , ",Go to see,"Wend watch,,"
Abu,Pez loro,,Parrotfish,#VALUE!
Dagsig,Atrás,"Detrás, , , , ",Behind,"Behind, , , ,"
Dagsiggi,Atrás,"Detrás, , , , ",Behind,"Behind, , , ,"
Dagu,Aguamala,"Medusa, , , , ",Bad water,"Jellyfish, , , ,"
Dain,Cocodrilo,"Caimán, Lagarto, , , ",Crocodile,"Alligator, Lizard,,,"
Dala,Ojos,"Vista, , , , ",Eyes,"View, , , ,"
Ibya,Ojos,,Eyes,#VALUE!
Dalasulid,Ciego,"Invidente, , , , ",Blind,"Blind, , , ,"
Ibyasulid,Ciego,"Invidente, , , , ",Blind,"Blind, , , ,"
Dali,Una brazada,,An armful,#VALUE!
Dalloged,Fallar el tiro,,Miss the shot,#VALUE!
Abuabu,Objeto blando desmenuzado,,Crumbled soft object,#VALUE!
Gwabboed,Fallar el tiro,"Errar, , , , ",Miss the shot,"Err,,,,"
Dalued,Derretir,"Licuar, Disolver, , , ",Melt,"Liquefy, Dissolving,,,"
Dambed,Frío,,Cold,#VALUE!
Danar,Grupo,"Conjunto, Agrupado, , , ",Group,"Together, Grouped,,"
Danale,Grupo,"Conjunto, Agrupado, , , ",Group,"Together, Grouped,,"
Darbogwad,Doble,"Gemelo, , , , ",Double,"Twin,,,,"
Dargwa,Oteo,,Oteo,#VALUE!
Dasi,Pez candil,"Zorro, , , , ",Fish candil,"Fox, , , ,"
Dear,Río abajo,,Down river,#VALUE!
Deale,Río abjo,,river abjo,#VALUE!
Aulale,En lugar de,,Instead of,#VALUE!
Adared,Destruirsse,"Espacirse, Desparramarse, , , ",Destruirsse,"Espacirse, scatter,,,"
Deddereged,Sin punta,"Romo, , , , ",pointless,"Blunt, , , ,"
Gaggored,Sin punta,"Romo, , , , ",pointless,"Blunt, , , ,"
Dedgar,Instrumento hecho de cráneo de armadillo,,Instrument made of armadillo's skull,#VALUE!
Dedegala,Instrumento de armadillo,,Instrument armadillo,#VALUE!
Deemagged,Gotear,,Drip,#VALUE!
Yagged,Gotear,,Drip,#VALUE!
Degidde,Hola,"Expresión de saludo, , , , ",Hi,"Expression of greeting,,,,"
Naa,Hola,,Hi,#VALUE!
Anna,Hola,,Hi,#VALUE!
Degii,Así es,,So is,#VALUE!
Addagged,Despertarse,"Fijarse, Pelarse, , , ",Wake up,"Fixed, Peeling,,,"
Nabiri,Así es,,So is,#VALUE!
Dasi,Pez candil,,Candil fish,#VALUE!
Demar,Mar,"Oceáno, , , , ",Sea,"Ocean,,,,"
Muubille,Mar,"Oceáno, , , , ",Sea,"Ocean,,,,"
Demargagan,Algas marinas,,Seaweed,#VALUE!
Demarob,Algas marinas,,Seaweed,#VALUE!
Demarmullugan,Oleajes,"Olas, , , , ",Surges,"Waves, , , ,"
Demarwellegan,Oleajes,"Olas, , , , ",Surges,"Waves, , , ,"
Dendenne,Pez ronquito,,fish ronquito,#VALUE!
Di,Agua,,Water,#VALUE!
Addar,Cinco,,Five,#VALUE!
Dia,Pozo,,Water well,#VALUE!
Dian,Riachuelo,"Arroyo, , , , ",Creek,"Arroyo,,,,"
Diba,Araña casera,,Spider home,#VALUE!
Dibamor,Tul,"Gasa, , , , ",Tulle,"Gauze, , , ,"
Dibbagwa,Flaco,,Skinny,#VALUE!
Garagwa,Flaco,"Enjuto, , , , ",Skinny,"I gaunt,,,,"
Dibur,Calabaza para agua,,Water pumpkin,#VALUE!
Diburwa,Viento,"Del este, , , , ",Wind,"From the east, , , ,"
Dibyed,Freir,,Fry,#VALUE!
Diddiregwa,Agua cristalina,"Clara, , , , ",Clear water,"Clear, , , ,"
Addale,Cinco,,Five,#VALUE!
Didi,Mono tití,,Titi monkey,#VALUE!
Didigwa,Monto tití,,amount marmoset,#VALUE!
Didod,Cormorán,"Cuervo marino, , , , ",Cormorant,"Raven marine,,"
Dodo,Cormorán,"Cuervo marino, , , , ",Cormorant,"Raven marine,,"
Didordo,Paraguas,,Umbrella,#VALUE!
Diduleged,Ahogarse,,Drown,#VALUE!
Gundileged,Ahogarse,,Drown,#VALUE!
Gundoleged,Ahogarse,,Drown,#VALUE!
Digammu,Acueducto,,Aqueduct,#VALUE!
Digar,Agua caliente,,Hot water,#VALUE!
Addied,Llorar,"Gemir, Sollozar, , , ",Cry,"Moaning, Sobbing,"
Diged,Sembrar,"Cultivar, enterrar, sepultar, , ",Plant,"Cultivar, bury, bury,"
Digegwa,Ratoncillo,"Ratilla, , , , ",ratoncillo,"Ratilla,,,,"
Diggar,Cadera,"Al lado de, , , , ",Hip,"Next to, , , ,"
Diggala,Cadera,"Al lado de, , , , ",Hip,"Next to, , , ,"
Diggarba,Alrededor,"Derredor, , , , ",Around,"Round,,,,"
Daggarbali,Alrededor,"Derredor, , , , ",Around,"Round,,,,"
Diggasur,Lejos,"Lejano, Allá, , , ",Far,"Far, There,,,"
Diggasuli,Lejoslejano,"Allá, , , , ",Lejoslejano,"There,,,,"
Edsaa,Lejos,,Far,#VALUE!
Digwar,Limo,"Algas, , , , ",Silt,"Algae, , , ,"
Boed,llorar,"Gemir, Sollozar, , , ",Cry,"Moaning, sobbing,"
Dibormo,Balde,"Vasija grande, , , , ",Bucket,"Large pot,,"
Dibuglu,Calabaza para agua,,Water pumpkin,#VALUE!
Dibur,Calabaza para agua,,Water pumpkin,#VALUE!
Digurguli,Lluvia torrencial,,Torrential rain,#VALUE!
Diirmagged,Corriente fluvial,,Current river,#VALUE!
Sugge,Corriente fluvial,,Current river,#VALUE!
Diwied,Lluvia,"Aguacero, Chaparrón, Llover, , ",Rain,"Cloudburst, cloudburst, Raining,"
Negaddied,Luvia,"Aguacero, , , , ",Luvia,"Downpour, , , ,"
Dilla,Arbol de palo santo,"Guayabo, , , , ",Tree lignum,"Guava,,,,"
Dillanii,Marzo,,March,#VALUE!
addoged,Juntar,"Unir, , , , ",Put together,"Link, , , ,"
Dimadda,Charca,"Lodo, Estanque, , , ",Pond,"Mud, Pond,,,"
Negmadda,Charca,"Lodo, Estanque, , , ",Pond,"Mud, Pond,,,"
Dimaddadummad,Lago,"Pántano, Cenagal, , , ",Lake,"MARSH, Quagmire,,"
Dimmur,Ostra,,Oyster,#VALUE!
Dimoli,Manatí,"Foca, , , , ",sea ​​cow,"Seal, , , ,"
Dinagbe,Serpiente marina,,Sea snake,#VALUE!
Dinarsiggaled,Alimento de jugo de plátano,"Cacao, Desayuno, , , ",Food banana juice,"Cacao, Breakfast,,,"
Dinna,Seco,"Enjuto, , , , ",Dry,"I gaunt,,,,"
Dinnagwa,Seco,"Enjuto, , , , ",Dry,"I gaunt,,,,"
Dinned,Enlazar con arte,,Link with art,#VALUE!
Addued,Arroparse,"Cubrirse, Sábana, Cobija, , ",arroparse,"Cover, Sheet, Cobija,"
Diobbigwa,Fresco,"Frío, , , , ",Cool,"Cold, , , ,"
Diyobbigwa,Fresco,"Frío, , , , ",Cool,"Cold, , , ,"
Diobbisulid,Caliente,,Hot,#VALUE!
Diyobbisulid,Caliente,,Hot,#VALUE!
Uereged,Caliente,,Hot,#VALUE!
Dior,Alacran,"Escorpión, , , , ",Scorpion,"Scorpion,,,,"
Dirbir,Círculo,"Redondo, Circular, , , ",Circle,"Round, circular,,,"
Dirbile,Circulo,"Redondo, Circular, , , ",Circle,"Round, circular,,,"
Olole,Circular,,Circular,#VALUE!
Oroggwagwa,Circulo,"Redondo, Circular, , , ",Circle,"Round, circular,,,"
Addursaed,robar,"Despojar, Asaltar, Ladron, Bandido, ",Steal,"Despoil, Raiding, Ladron, Bandido,"
Dirigwa,Líquido,"Transparente, Claro, , , ",Liquid,"Transparent, clear,,,"
Disegad,Diarrea,,Diarrhea,#VALUE!
Sadib,Diarrea,,Diarrhea,#VALUE!
Saabio,diarrea,,diarrhea,#VALUE!
Disla,Tijera,,Scissors,#VALUE!
Disnaed,Defecar,"Excretar, Deponer, , , ",Defecate,"Excrete, overthrow,,,"
Aggued,Defecar,"Excretar, , , , ",Defecate,"Excrete,,,,"
Sadued,Defecar,,Defecate,#VALUE!
Diwar,Río,,River,#VALUE!
Diwala,Rio,"Corriente, , , , ",River,"Stream, , , ,"
Adsa,Variedad de abejas,,Variety of bees,#VALUE!
Doa,Quién,,Who,#VALUE!
Dobed,Miedo,,Fear,#VALUE!
Dobgued,Temer,"Asustarse, Atemorizarse, , , ",Fear,"Scared, frightened,,,"
Gwayed,Temer,"Asustarse, , , , ",Fear,"Get scared, , , ,"
Doddo,Niño,"Infante, Pequeño, , , ",Kid,"Infante, Small,,,"
Doggogalu,Jardín de párvulos,"Hogar de niños, , , , ",Nursery garden,"Children's Home, , , ,"
Dodo,Caromorón,"Cuervo marino, , , , ",Caromorón,"Raven marine,,"
Dodoar,Relajado,"De broma, No serio, , , ",Relaxed,"Joke, not serious,"
Dodoale,Relajado,"De broma, , , , ",Relaxed,"Jokingly, , , ,"
Dodoged,Jugar,"Bromear, , , , ",To play,"To joke, , , ,"
Anar,Por alguien,,For someone,#VALUE!
Adsiggied,Mojarse,"Empaparse, , , , ",Get wet,"Imbibe,,,,"
Dodoed,Jugar,"Bromear, , , , ",To play,"To joke, , , ,"
Dodua,Pez Corvina,,Corvina fish,#VALUE!
Doed,Tragar,"Devorar, Engullir, , , ",swallow,"Devour, Gobble,,,"
Doga,Abundante,"Suficiente, Bastante, , , ",Abundant,"Enough, enough,,,"
Yaisuli,Abundante,"suficientte, Bastante, , , ",Abundant,"suficientte, pretty,,,"
Nagege,Abundante,"Suficiente, , , , ",Abundant,"Enough, , , ,"
Dogdar,Demasiado,"En extremo, Excesivo, , , ",Too,"In extreme, excessive,"
Dogdara,Demasiado,"En extremo, Excesivo, , , ",Too,"In extreme, excessive,"
Issesuli,Mucho,"Excede, , , , ",A lot,"Exceeds,,,,"
Doged,Penetrar,"Ingresar, Hundir, , , ",Penetrate,"Enter Sinking,"
Adsule,pasado mañana,,day after tomorrow,#VALUE!
Doggus,Exagerado,"Desmedido, , , , ",Exaggerated,"I unconscionable,,,,"
Doggusa,Exagerado,"Desmedido, , , , ",Exaggerated,"I unconscionable,,,,"
Dogagusa,Exagerado,"Desmedido, , , , ",Exaggerated,"I unconscionable,,,,"
Dollomagged,Toser,"Tos, , , , ",Cough,"Cough, , , ,"
Dolo,Instrumento musical de bambú,,Bamboo musical instrument,#VALUE!
Dollomagged,Toser,"Tos, , , , ",Cough,"Cough, , , ,"
Dommomagged,Chapotear,"Nadar, , , , ",Splash,"Swim, , , ,"
Gommomagged,Chapotear,"Nadar, , , , ",Splash,"Swim, , , ,"
Dongwen,Cuarenta centavos,,Forty cents,#VALUE!
Donni,Pequeñito,"Cortito, Diminuto, , , ",Tiny,"Shortie, Tiny,,,"
Adswer,Anzuelo,,Fish hook,#VALUE!
Donnigwa,Pequeñito,"Cortito, Diminuto, , , ",Tiny,"Shortie, Tiny,,,"
Dosin,Docena,,Dozen,#VALUE!
